Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Citizenship,Family Position,Attendance,Field of Study,Special Needs,Target
1,1,1,9070.0,1.0,1.0,,1,19,2,7.0,3.0,126.3,1,0,0,1,0,0,19,0.0,0,6.0,6,6.0,13.166666666666666,,0.0,6.0,6.0,6,12.666666666666666,0,15.5,2.8,-4.06,Madrid,,Online,Medicine,,Graduate
1,42,1,9500.0,1.0,1.0,124.0,1,19,19,4.0,9.0,124.0,0,0,0,1,0,0,23,0.0,0,8.0,8,8.0,12.88625,0.0,0.0,8.0,8.0,8,12.88625,0,9.4,-0.8,-3.12,Edinburgh,First Child,Evening Classes,Commerce,No Special Needs,Graduate
1,1,1,9853.0,1.0,1.0,,1,19,1,9.0,1.0,132.6,0,0,0,1,0,0,18,0.0,0,6.0,8,5.0,12.8,,0.0,6.0,14.0,3,10.0,0,9.4,-0.8,-3.12,Athens,,Evening Classes,Arts,,Enrolled
1,53,1,9238.0,1.0,42.0,,1,1,19,5.0,5.0,128.3,0,0,1,0,0,0,23,0.0,5,9.0,12,7.0,13.571428571428571,,4.0,9.0,14.0,4,13.25,0,8.9,1.4,3.51,Warsaw,,Online,Arts,,Dropout
1,17,1,9500.0,1.0,1.0,130.0,1,1,3,9.0,2.0,128.6,1,0,0,1,0,0,18,0.0,0,7.0,7,7.0,14.728571428571428,0.0,0.0,8.0,11.0,8,16.327272727272728,0,16.2,0.3,-0.92,Helsinki,Middle Child,Online,Medicine,No Special Needs,Graduate
1,44,1,9119.0,1.0,39.0,130.0,1,3,19,3.0,4.0,130.0,0,0,0,1,1,0,20,0.0,0,5.0,12,1.0,13.0,0.0,0.0,5.0,8.0,3,12.6,0,12.4,0.5,1.79,Venice,Middle Child,Full-Time,Medicine,No Special Needs,Enrolled
1,1,3,9500.0,1.0,1.0,153.0,6,37,37,9.0,9.0,131.8,1,0,0,1,0,0,18,1.0,0,7.0,7,6.0,14.716666666666669,0.0,0.0,7.0,7.0,6,14.716666666666669,0,7.6,2.6,0.32,Istanbul,Youngest Child,Full-Time,Commerce,Special Needs,Graduate
1,43,1,9119.0,1.0,1.0,,1,37,38,5.0,7.0,146.5,0,0,0,1,1,0,39,0.0,0,5.0,10,3.0,17.333333333333332,,0.0,5.0,11.0,1,17.0,0,13.9,-0.3,0.79,Sofia,,Evening Classes,Science,,Dropout
1,1,1,9238.0,1.0,1.0,,1,19,19,193.0,194.0,112.6,0,0,0,1,0,0,19,0.0,0,6.0,0,0.0,0.0,,0.0,6.0,0.0,0,0.0,0,12.4,0.5,1.79,Lisbon,,Part-Time,Medicine,,Dropout
1,1,1,9773.0,1.0,1.0,125.0,1,19,38,3.0,5.0,115.9,0,0,0,1,0,0,19,0.0,0,6.0,13,4.0,11.75,0.0,0.0,6.0,10.0,4,11.0,0,10.8,1.4,1.74,Helsinki,First Child,Full-Time,Commerce,No Special Needs,Graduate
1,1,4,9500.0,1.0,1.0,,1,38,19,8.0,7.0,127.3,1,0,0,1,0,0,18,0.0,0,8.0,8,7.0,12.628571428571428,,0.0,8.0,8.0,7,12.628571428571428,0,12.7,3.7,-1.7,Lisbon,,Full-Time,Arts,,Graduate
1,1,1,9500.0,,1.0,,1,37,37,7.0,,119.7,0,0,0,1,1,0,20,,0,7.0,8,0.0,0.0,,0.0,,,0,,0,13.9,,0.79,,,Evening Classes,Engineering,,Dropout
1,18,1,9500.0,1.0,1.0,,1,37,38,7.0,8.0,119.3,1,0,0,1,0,1,19,0.0,0,8.0,8,7.0,11.4,,0.0,8.0,8.0,7,11.4,0,10.8,1.4,1.74,London,,Part-Time,Arts,,Graduate
1,53,1,9003.0,1.0,42.0,130.0,1,38,38,9.0,9.0,130.0,1,0,1,1,1,0,20,0.0,7,12.0,16,11.0,12.545454545454543,0.0,5.0,10.0,12.0,8,11.625,0,8.9,1.4,3.51,Brussels,Middle Child,Online,Science,No Special Needs,Enrolled
1,1,3,9773.0,1.0,1.0,,1,38,38,5.0,8.0,133.3,1,0,0,1,0,1,18,0.0,0,6.0,6,6.0,14.833333333333334,,0.0,6.0,6.0,6,14.166666666666666,0,8.9,1.4,3.51,Rome,,Evening Classes,Medicine,,Graduate
2,39,1,9003.0,1.0,1.0,130.0,1,1,37,9.0,1.0,122.0,0,0,1,0,1,0,25,0.0,3,10.0,23,6.0,11.428571428571429,0.0,2.0,7.0,15.0,4,12.0,1,15.5,2.8,-4.06,Zurich,Middle Child,Part-Time,Engineering,No Special Needs,Dropout
1,7,1,9085.0,1.0,3.0,,1,19,20,4.0,90.0,140.0,1,0,0,1,0,0,32,0.0,0,5.0,8,1.0,14.0,,0.0,5.0,12.0,0,0.0,4,10.8,1.4,1.74,Stockholm,,Full-Time,Arts,,Dropout
2,39,1,9991.0,0.0,19.0,,1,38,38,7.0,8.0,120.0,0,0,0,1,1,0,39,0.0,0,5.0,9,0.0,0.0,,0.0,5.0,5.0,1,10.0,0,12.7,3.7,-1.7,Milan,,Full-Time,Arts,,Dropout
1,1,1,9238.0,1.0,1.0,,1,38,38,8.0,7.0,112.9,1,0,0,1,0,1,19,0.0,0,6.0,7,6.0,11.857142857142858,,0.0,6.0,8.0,6,13.142857142857142,0,12.4,0.5,1.79,Kyiv,,Full-Time,Commerce,,Graduate
1,17,4,9147.0,1.0,1.0,121.0,1,38,37,6.0,7.0,113.0,1,0,0,1,0,1,18,0.0,0,5.0,12,4.0,10.714285714285714,0.0,0.0,5.0,9.0,4,11.0,0,13.9,-0.3,0.79,Paris,First Child,Part-Time,Commerce,No Special Needs,Graduate
1,7,1,171.0,1.0,3.0,130.0,1,1,2,9.0,2.0,130.0,0,0,0,0,1,0,18,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,9.4,-0.8,-3.12,Prague,Youngest Child,Full-Time,Commerce,Special Needs,Dropout
1,1,1,9238.0,1.0,1.0,,1,37,37,9.0,9.0,143.5,0,0,0,1,0,0,18,0.0,0,6.0,6,6.0,13.0,,0.0,6.0,6.0,6,12.833333333333334,0,10.8,1.4,1.74,Vienna,,Full-Time,Commerce,,Graduate
1,17,5,9670.0,1.0,1.0,115.0,1,1,19,5.0,5.0,117.1,0,0,0,1,0,0,21,0.0,0,5.0,7,3.0,12.666666666666666,0.0,0.0,5.0,6.0,4,12.75,1,7.6,2.6,0.32,Istanbul,Middle Child,Part-Time,Engineering,Special Needs,Enrolled
1,17,2,9853.0,1.0,1.0,,1,1,1,4.0,0.0,108.8,1,0,0,1,0,0,18,0.0,0,7.0,11,5.0,11.4,,0.0,7.0,9.0,6,13.333333333333334,0,13.9,-0.3,0.79,Zurich,,Part-Time,Science,,Enrolled
1,43,1,9853.0,1.0,1.0,,1,37,19,9.0,8.0,122.3,0,0,0,1,0,0,22,0.0,0,6.0,9,5.0,13.6,,0.0,6.0,8.0,5,12.0,0,12.7,3.7,-1.7,Paris,,Evening Classes,Science,,Dropout
1,17,1,9085.0,1.0,1.0,,1,1,19,5.0,9.0,130.0,0,0,0,1,1,0,22,0.0,0,5.0,8,3.0,13.0,,0.0,5.0,8.0,3,10.666666666666666,0,7.6,2.6,0.32,London,,Evening Classes,Commerce,,Graduate
1,39,1,9085.0,1.0,1.0,110.0,1,1,1,5.0,5.0,160.0,1,0,1,1,0,0,30,0.0,0,6.0,7,6.0,16.428571428571427,0.0,0.0,6.0,7.0,6,16.666666666666668,0,13.9,-0.3,0.79,Munich,Youngest Child,Evening Classes,Medicine,Special Needs,Dropout
1,1,2,9254.0,1.0,1.0,137.0,1,38,19,9.0,7.0,125.1,1,0,0,1,0,0,18,0.0,0,6.0,10,4.0,11.75,0.0,0.0,6.0,9.0,5,11.2,0,7.6,2.6,0.32,Athens,First Child,Online,Science,No Special Needs,Enrolled
1,17,4,9254.0,1.0,1.0,,1,1,1,4.0,2.0,116.1,1,0,0,1,1,0,19,0.0,0,6.0,7,5.0,12.2,,0.0,6.0,12.0,2,12.0,0,7.6,2.6,0.32,Sofia,,Part-Time,Medicine,,Enrolled
1,43,1,9238.0,1.0,1.0,117.0,1,34,34,0.0,0.0,109.3,0,0,0,1,0,0,30,0.0,9,16.0,19,15.0,12.266666666666667,0.0,11.0,13.0,14.0,13,12.071428571428571,0,9.4,-0.8,-3.12,Warsaw,First Child,Full-Time,Science,No Special Needs,Graduate
1,1,3,9254.0,1.0,,,1,37,38,,7.0,122.0,1,0,0,1,0,1,18,,0,6.0,9,,,0.0,0.0,6.0,8.0,5,11.0,0,7.6,2.6,0.32,,,Online,Commerce,No Special Needs,Enrolled
1,51,1,9147.0,1.0,1.0,99.0,1,3,1,3.0,3.0,99.7,1,0,1,0,0,0,22,0.0,0,5.0,8,0.0,0.0,0.0,0.0,5.0,7.0,0,0.0,0,8.9,1.4,3.51,Prague,Middle Child,Full-Time,Medicine,No Special Needs,Enrolled
1,43,1,9670.0,,1.0,130.0,1,34,34,0.0,,114.8,0,0,0,1,1,0,25,,0,5.0,5,4.0,13.75,0.0,0.0,,,4,,0,7.6,,0.32,,Youngest Child,Full-Time,Science,Special Needs,Graduate
1,43,1,9991.0,0.0,1.0,,1,37,37,9.0,8.0,122.5,1,0,0,1,0,0,29,0.0,8,13.0,16,8.0,10.5,,8.0,12.0,19.0,9,10.333333333333334,0,9.4,-0.8,-3.12,Kyiv,,Online,Medicine,,Enrolled
1,1,1,9853.0,1.0,1.0,,1,37,37,9.0,9.0,114.9,1,0,1,0,0,0,21,0.0,0,6.0,8,3.0,13.666666666666666,,0.0,6.0,7.0,3,10.666666666666666,0,15.5,2.8,-4.06,Istanbul,,Full-Time,Commerce,,Dropout
1,1,2,9670.0,1.0,1.0,,1,1,19,4.0,4.0,116.1,0,0,0,1,1,1,19,0.0,0,6.0,10,6.0,13.125,,0.0,6.0,9.0,6,12.714285714285714,0,11.1,0.6,2.02,Barcelona,,Part-Time,Medicine,,Enrolled
1,1,1,9085.0,1.0,1.0,134.0,1,1,1,2.0,7.0,128.4,1,0,0,1,0,1,18,0.0,0,5.0,12,5.0,12.857142857142858,2.0,0.0,5.0,8.0,4,13.25,0,9.4,-0.8,-3.12,Warsaw,Middle Child,Evening Classes,Commerce,Special Needs,Graduate
4,39,1,9130.0,1.0,19.0,,1,37,38,9.0,4.0,100.9,0,0,0,1,1,0,48,0.0,0,6.0,0,0.0,0.0,,0.0,6.0,0.0,0,0.0,0,15.5,2.8,-4.06,Venice,,Evening Classes,Medicine,,Dropout
1,17,1,9238.0,1.0,1.0,103.0,1,19,37,7.0,9.0,104.1,0,0,0,1,0,0,20,0.0,0,6.0,6,0.0,0.0,0.0,0.0,5.0,5.0,0,0.0,0,8.9,1.4,3.51,Helsinki,Youngest Child,Part-Time,Arts,No Special Needs,Dropout
1,44,1,9003.0,1.0,39.0,,1,38,38,6.0,6.0,160.0,1,0,0,1,0,0,21,0.0,0,6.0,11,6.0,13.428571428571429,,0.0,6.0,12.0,6,12.857142857142858,0,15.5,2.8,-4.06,Prague,,Full-Time,Arts,,Graduate
1,1,4,9147.0,1.0,1.0,,1,38,38,5.0,10.0,111.3,0,0,0,1,1,0,20,0.0,0,5.0,8,5.0,10.2,,0.0,5.0,7.0,5,11.2,0,12.4,0.5,1.79,Berlin,,Online,Science,,Enrolled
1,1,1,9070.0,1.0,1.0,110.0,1,1,37,9.0,9.0,105.1,1,0,0,1,0,1,20,0.0,0,6.0,6,6.0,12.0,0.0,0.0,6.0,6.0,6,11.833333333333334,0,12.4,0.5,1.79,Kyiv,Youngest Child,Full-Time,Science,Special Needs,Graduate
5,39,1,,1.0,1.0,133.1,1,37,37,9.0,7.0,110.0,0,0,1,0,0,0,28,0.0,0,,17,5.0,,0.0,,6.0,11.0,4,11.75,0,13.9,-0.3,0.79,Lisbon,First Child,Online,Arts,No Special Needs,Dropout
1,44,1,8014.0,0.0,39.0,130.0,1,1,19,9.0,9.0,133.4,0,0,0,1,0,1,21,0.0,3,6.0,6,6.0,11.5,0.0,2.0,6.0,7.0,6,13.285714285714286,0,12.4,0.5,1.79,Berlin,Middle Child,Online,Arts,Special Needs,Graduate
1,17,1,9085.0,1.0,1.0,113.0,1,19,37,9.0,9.0,118.6,1,0,0,1,0,1,21,0.0,0,6.0,6,6.0,14.5,0.0,0.0,6.0,8.0,6,14.666666666666666,0,8.9,1.4,3.51,Munich,Middle Child,Evening Classes,Arts,No Special Needs,Graduate
1,1,5,9500.0,1.0,1.0,142.0,1,38,37,5.0,7.0,128.8,1,0,0,1,0,0,18,0.0,0,7.0,7,6.0,14.233333333333334,0.0,0.0,7.0,7.0,6,14.233333333333334,0,7.6,2.6,0.32,Lisbon,First Child,Full-Time,Science,Special Needs,Graduate
1,1,1,9773.0,1.0,1.0,,1,1,19,7.0,7.0,121.8,1,0,0,1,0,1,20,0.0,0,6.0,11,4.0,14.0,,0.0,6.0,12.0,3,11.0,0,9.4,-0.8,-3.12,Istanbul,,Full-Time,Engineering,,Enrolled
1,1,3,9500.0,1.0,1.0,141.0,1,1,1,9.0,9.0,126.3,1,0,0,1,0,0,18,0.0,0,8.0,8,7.0,13.328571428571427,0.0,0.0,8.0,8.0,7,13.328571428571427,0,12.7,3.7,-1.7,Saint Petersburg,First Child,Full-Time,Commerce,No Special Needs,Graduate
1,1,5,9773.0,1.0,1.0,,1,34,38,0.0,8.0,128.3,1,0,0,0,0,1,18,0.0,0,6.0,12,3.0,12.0,,0.0,6.0,15.0,3,10.666666666666666,0,7.6,2.6,0.32,Kyiv,,Online,Engineering,,Dropout
1,1,1,9238.0,1.0,1.0,133.0,1,38,1,2.0,4.0,126.0,0,0,0,1,0,0,20,0.0,0,6.0,11,1.0,12.0,0.0,0.0,5.0,10.0,0,0.0,0,9.4,-0.8,-3.12,Istanbul,Middle Child,Evening Classes,Arts,Special Needs,Enrolled
2,39,1,,1.0,1.0,120.0,1,37,37,9.0,9.0,125.7,0,0,1,0,0,0,43,0.0,0,,10,4.0,,0.0,,6.0,13.0,4,10.5,0,8.9,1.4,3.51,Athens,Youngest Child,Full-Time,Arts,Special Needs,Dropout
1,1,1,9070.0,1.0,1.0,,1,19,19,9.0,9.0,138.4,1,0,1,1,0,1,19,0.0,1,6.0,8,6.0,13.285714285714286,,0.0,6.0,8.0,6,12.5,0,13.9,-0.3,0.79,Brussels,,Part-Time,Engineering,,Dropout
1,17,1,,1.0,1.0,,1,2,38,2.0,10.0,135.4,1,0,0,1,0,0,18,0.0,0,,9,7.0,,,,8.0,15.0,5,13.2,0,13.9,-0.3,0.79,Prague,,Full-Time,Engineering,,Enrolled
1,39,2,9147.0,1.0,38.0,,1,19,38,9.0,9.0,102.5,0,0,0,0,1,0,26,0.0,0,4.0,4,0.0,0.0,,0.0,5.0,0.0,0,0.0,0,12.7,3.7,-1.7,Athens,,Full-Time,Commerce,,Dropout
1,17,3,9254.0,1.0,1.0,,1,37,37,9.0,6.0,123.5,1,0,0,1,0,1,20,0.0,0,6.0,11,4.0,11.5,,0.0,6.0,12.0,3,11.0,0,7.6,2.6,0.32,Munich,,Part-Time,Commerce,,Enrolled
2,1,2,8014.0,0.0,1.0,110.0,1,37,1,9.0,10.0,108.7,1,0,0,1,0,0,43,0.0,0,6.0,6,6.0,13.0,0.0,0.0,6.0,6.0,6,12.5,0,9.4,-0.8,-3.12,Athens,First Child,Full-Time,Arts,Special Needs,Graduate
1,39,1,9991.0,0.0,1.0,133.1,1,37,37,9.0,9.0,143.2,0,0,0,1,1,0,35,0.0,0,5.0,5,0.0,0.0,0.0,0.0,5.0,5.0,0,0.0,0,11.1,0.6,2.02,,First Child,Online,Commerce,No Special Needs,Dropout
1,44,1,9070.0,1.0,39.0,,1,1,1,4.0,4.0,106.0,0,0,0,1,1,0,21,0.0,2,7.0,7,5.0,11.8,,5.0,9.0,9.0,5,11.0,0,12.4,0.5,1.79,Stockholm,,Part-Time,Medicine,,Dropout
1,1,6,9500.0,1.0,1.0,,1,3,3,1.0,1.0,126.2,1,0,0,1,0,0,19,0.0,0,7.0,9,7.0,13.761111111111113,,0.0,8.0,11.0,7,12.82375,0,15.5,2.8,-4.06,Dublin,,Online,Arts,,Graduate
1,44,1,9003.0,1.0,39.0,,1,19,38,6.0,7.0,140.0,1,0,0,1,1,0,19,0.0,0,6.0,8,6.0,12.714285714285714,,0.0,6.0,9.0,6,13.5,0,12.4,0.5,1.79,Paris,,Full-Time,Engineering,,Graduate
1,39,1,9991.0,0.0,1.0,,1,3,1,3.0,9.0,154.0,0,0,0,1,0,0,27,0.0,0,5.0,5,0.0,0.0,,0.0,5.0,6.0,0,0.0,0,12.4,0.5,1.79,Dublin,,Full-Time,Science,,Dropout
1,18,1,,1.0,1.0,140.0,1,1,37,9.0,9.0,130.2,1,0,0,1,1,0,22,0.0,0,,11,4.0,,0.0,,6.0,11.0,4,12.6,0,12.7,3.7,-1.7,Lisbon,First Child,Online,Medicine,Special Needs,Graduate
1,1,1,9085.0,1.0,1.0,125.0,1,19,37,3.0,7.0,126.8,0,0,0,1,0,0,18,0.0,0,6.0,13,6.0,12.0,0.0,0.0,6.0,16.0,4,12.75,0,11.1,0.6,2.02,Paris,Middle Child,Online,Medicine,No Special Needs,Enrolled
1,1,1,9670.0,1.0,1.0,117.0,1,1,38,5.0,1.0,113.5,1,0,0,1,0,0,20,0.0,0,5.0,6,4.0,11.5,0.0,0.0,5.0,5.0,4,10.75,0,9.4,-0.8,-3.12,Bucharest,First Child,Full-Time,Engineering,No Special Needs,Graduate
2,39,1,,0.0,1.0,133.1,1,37,37,6.0,3.0,140.0,0,0,1,1,1,0,37,0.0,0,,10,4.0,,0.0,,5.0,12.0,3,13.333333333333334,0,9.4,-0.8,-3.12,,Middle Child,Online,Commerce,No Special Needs,Dropout
1,17,1,9130.0,,1.0,131.0,1,19,9,5.0,,118.4,0,0,0,1,0,0,19,,0,5.0,8,3.0,12.0,0.0,0.0,,,5,,0,7.6,,0.32,,Middle Child,Full-Time,Arts,Special Needs,Graduate
1,43,1,9773.0,1.0,1.0,126.0,1,1,37,3.0,0.0,110.0,0,0,1,1,0,0,20,0.0,0,6.0,7,6.0,13.333333333333334,0.0,0.0,6.0,8.0,6,12.666666666666666,0,12.4,0.5,1.79,Berlin,First Child,Part-Time,Science,Special Needs,Graduate
1,17,3,9147.0,1.0,1.0,125.0,1,38,19,7.0,7.0,125.7,0,0,0,1,0,0,20,0.0,0,5.0,7,5.0,11.166666666666666,0.0,0.0,5.0,9.0,4,10.75,0,15.5,2.8,-4.06,Bucharest,Middle Child,Full-Time,Arts,Special Needs,Enrolled
1,1,1,,1.0,1.0,,1,3,38,2.0,9.0,144.1,1,0,0,1,0,0,19,0.0,0,,7,5.0,,,,6.0,10.0,5,12.375,0,10.8,1.4,1.74,Edinburgh,,Online,Arts,,Enrolled
1,39,1,9119.0,1.0,1.0,,1,1,38,4.0,7.0,112.0,0,0,0,0,1,0,25,0.0,0,5.0,8,0.0,0.0,,0.0,5.0,5.0,0,0.0,0,9.4,-0.8,-3.12,Athens,,Full-Time,Engineering,,Dropout
1,17,5,9500.0,1.0,1.0,,1,3,38,2.0,1.0,119.8,0,0,0,1,1,0,19,0.0,0,8.0,11,7.0,13.867142857142856,,0.0,8.0,11.0,7,13.867142857142856,0,10.8,1.4,1.74,Saint Petersburg,,Evening Classes,Engineering,,Graduate
1,39,1,8014.0,0.0,1.0,133.1,1,37,37,9.0,9.0,112.5,0,0,0,1,0,1,30,0.0,0,7.0,7,6.0,14.666666666666666,1.0,0.0,6.0,7.0,6,14.333333333333334,0,10.8,1.4,1.74,Edinburgh,First Child,Part-Time,Engineering,No Special Needs,Graduate
1,1,1,9500.0,1.0,1.0,,1,38,38,9.0,9.0,138.8,1,0,0,1,0,0,31,0.0,0,7.0,9,7.0,15.46875,,0.0,8.0,8.0,8,16.3875,0,11.1,0.6,2.02,Barcelona,,Evening Classes,Science,,Graduate
1,17,2,8014.0,0.0,1.0,122.0,1,37,19,9.0,9.0,123.8,0,0,0,1,0,0,20,0.0,0,6.0,8,5.0,12.0,0.0,0.0,6.0,8.0,6,11.0,0,10.8,1.4,1.74,Barcelona,First Child,Evening Classes,Engineering,Special Needs,Graduate
1,1,1,9147.0,1.0,1.0,130.0,1,38,37,9.0,9.0,124.8,1,0,0,1,1,0,22,0.0,0,5.0,9,0.0,0.0,0.0,0.0,5.0,5.0,1,12.0,0,7.6,2.6,0.32,Vienna,First Child,Full-Time,Medicine,No Special Needs,Dropout
1,18,5,,1.0,1.0,137.0,1,19,1,1.0,10.0,129.3,0,0,0,1,0,0,19,0.0,0,,0,0.0,,0.0,,8.0,0.0,0,0.0,0,9.4,-0.8,-3.12,Madrid,First Child,Evening Classes,Arts,Special Needs,Dropout
1,1,1,9500.0,1.0,1.0,,1,1,1,4.0,4.0,123.5,1,0,0,1,0,1,19,0.0,0,8.0,8,8.0,14.75,,0.0,8.0,8.0,8,14.75,0,9.4,-0.8,-3.12,Brussels,,Part-Time,Medicine,,Graduate
1,43,1,9238.0,1.0,1.0,149.0,1,37,37,9.0,6.0,130.5,1,0,0,1,0,0,28,0.0,8,11.0,11,9.0,11.666666666666666,0.0,8.0,11.0,13.0,9,12.555555555555555,0,10.8,1.4,1.74,Venice,Middle Child,Online,Commerce,No Special Needs,Graduate
1,7,1,9500.0,1.0,3.0,140.0,1,34,34,0.0,0.0,140.0,0,0,0,1,0,0,28,0.0,0,7.0,0,0.0,0.0,0.0,0.0,8.0,0.0,0,0.0,0,7.6,2.6,0.32,Athens,Middle Child,Part-Time,Engineering,No Special Needs,Dropout
1,15,1,9119.0,1.0,1.0,133.1,41,2,2,2.0,2.0,100.0,0,0,1,1,1,0,24,1.0,2,8.0,8,7.0,13.142857142857142,0.0,1.0,6.0,8.0,6,11.833333333333334,0,8.9,1.4,3.51,Zurich,Middle Child,Part-Time,Medicine,No Special Needs,Enrolled
1,1,1,9070.0,1.0,1.0,,1,37,37,9.0,9.0,126.7,1,0,1,1,0,1,20,0.0,0,6.0,9,6.0,13.333333333333334,,0.0,6.0,10.0,6,14.666666666666666,0,12.7,3.7,-1.7,Warsaw,,Evening Classes,Commerce,,Graduate
1,17,1,9773.0,1.0,1.0,,1,37,37,9.0,8.0,116.1,1,0,0,1,0,1,18,0.0,0,6.0,7,6.0,13.857142857142858,,0.0,6.0,7.0,6,14.285714285714286,0,13.9,-0.3,0.79,Venice,,Part-Time,Engineering,,Graduate
1,1,1,9500.0,1.0,1.0,,1,38,19,3.0,10.0,121.2,0,0,0,1,0,0,19,0.0,0,7.0,10,7.0,13.47,,0.0,8.0,8.0,8,13.32625,0,15.5,2.8,-4.06,Warsaw,,Online,Medicine,,Graduate
1,17,1,9254.0,1.0,1.0,,1,37,37,5.0,1.0,126.0,0,0,0,0,1,0,29,0.0,0,6.0,12,0.0,0.0,,0.0,6.0,6.0,0,0.0,6,9.4,-0.8,-3.12,Edinburgh,,Online,Medicine,,Dropout
1,39,1,9991.0,0.0,1.0,,1,19,37,9.0,7.0,111.4,0,0,0,1,1,0,27,0.0,0,5.0,7,1.0,11.0,,0.0,5.0,7.0,0,0.0,0,13.9,-0.3,0.79,Dublin,,Online,Engineering,,Dropout
1,1,6,171.0,1.0,1.0,,1,10,10,4.0,4.0,130.2,1,0,0,1,1,1,18,0.0,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0,9.4,-0.8,-3.12,Vienna,,Part-Time,Science,,Dropout
1,16,2,9238.0,1.0,1.0,,1,19,37,9.0,7.0,127.3,1,0,0,1,0,1,19,0.0,0,6.0,8,4.0,11.25,,0.0,6.0,6.0,6,12.0,0,10.8,1.4,1.74,Brussels,,Online,Commerce,,Graduate
1,1,1,9085.0,1.0,1.0,,1,37,2,9.0,4.0,123.2,1,0,0,1,0,1,18,0.0,0,6.0,7,6.0,15.714285714285714,,0.0,6.0,17.0,5,12.77777777777778,0,12.4,0.5,1.79,Lisbon,,Online,Engineering,,Graduate
1,17,2,9238.0,1.0,,,1,1,3,,4.0,126.6,1,0,0,1,0,0,18,,0,6.0,6,,,,0.0,6.0,7.0,6,17.428571428571427,0,11.1,0.6,2.02,,,Evening Classes,Science,,Dropout
1,43,1,8014.0,0.0,1.0,117.0,1,37,37,9.0,9.0,100.0,0,0,0,1,0,0,27,0.0,0,6.0,6,4.0,12.5,0.0,0.0,6.0,6.0,6,14.333333333333334,0,13.9,-0.3,0.79,Warsaw,First Child,Part-Time,Science,No Special Needs,Dropout
1,44,1,9070.0,1.0,39.0,,1,12,37,3.0,9.0,147.7,0,0,1,1,0,1,22,0.0,2,7.0,7,7.0,13.571428571428571,,5.0,9.0,9.0,9,13.77777777777778,0,12.4,0.5,1.79,Barcelona,,Online,Science,,Graduate
1,1,5,9070.0,1.0,1.0,,1,37,37,9.0,9.0,124.8,1,0,0,0,1,0,19,0.0,0,6.0,0,0.0,0.0,,0.0,6.0,0.0,0,0.0,0,10.8,1.4,1.74,Edinburgh,,Part-Time,Commerce,,Dropout
6,39,1,8014.0,0.0,1.0,133.1,1,37,37,9.0,9.0,119.0,0,0,0,1,0,1,48,0.0,0,6.0,7,6.0,10.666666666666666,0.0,0.0,6.0,9.0,5,11.8,0,10.8,1.4,1.74,Kyiv,Middle Child,Full-Time,Medicine,No Special Needs,Enrolled
1,1,3,9500.0,1.0,1.0,,1,38,38,9.0,8.0,118.8,1,0,0,1,0,1,19,0.0,0,8.0,8,7.0,12.785714285714286,,0.0,8.0,8.0,7,12.785714285714286,0,12.7,3.7,-1.7,,,Evening Classes,Arts,,Graduate
1,5,5,9254.0,1.0,1.0,122.0,1,1,37,9.0,7.0,119.6,1,0,0,1,0,1,19,0.0,0,6.0,6,6.0,12.333333333333334,0.0,0.0,6.0,6.0,6,12.833333333333334,0,12.4,0.5,1.79,Stockholm,Middle Child,Full-Time,Medicine,Special Needs,Graduate
1,1,1,,1.0,1.0,,1,19,38,9.0,8.0,121.5,0,0,0,1,0,1,21,0.0,0,,7,6.0,,,,6.0,6.0,6,12.5,0,13.9,-0.3,0.79,Bucharest,,Full-Time,Commerce,,Graduate
1,5,1,9670.0,1.0,1.0,,1,1,12,4.0,4.0,140.3,1,0,0,1,0,0,19,0.0,0,6.0,7,6.0,13.428571428571429,,0.0,6.0,6.0,4,14.0,0,12.4,0.5,1.79,Berlin,,Part-Time,Engineering,,Enrolled
4,39,1,8014.0,0.0,1.0,,1,37,37,7.0,7.0,143.0,0,0,0,1,1,0,37,0.0,3,9.0,13,8.0,12.0,,2.0,7.0,8.0,7,11.571428571428571,0,12.7,3.7,-1.7,Oslo,,Online,Commerce,,Graduate
1,43,2,9238.0,1.0,1.0,,1,34,30,0.0,5.0,118.9,1,0,0,1,1,0,22,0.0,0,6.0,11,0.0,0.0,,0.0,5.0,10.0,0,0.0,0,9.4,-0.8,-3.12,Dublin,,Online,Science,,Dropout
1,17,1,9773.0,1.0,1.0,122.0,1,1,1,4.0,7.0,116.8,1,0,1,1,0,0,18,0.0,0,6.0,6,6.0,11.666666666666666,0.0,0.0,6.0,6.0,6,12.333333333333334,0,16.2,0.3,-0.92,Prague,Middle Child,Evening Classes,Medicine,Special Needs,Graduate
