Unnamed: 0,Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Citizenship,Family Position,Attendance,Field of Study,Special Needs
3088,5,39,1,9500.0,1.0,3.0,140.0,1,37,38,9.0,9.0,160.0,0,0,0,1,0,0,27,0.0,0,8.0,8,7.0,15.94285714285714,0.0,0.0,8.0,8.0,7,15.94285714285714,0,12.7,3.7,-1.7,Graduate,Lisbon,Middle Child,Evening Classes,Science,No Special Needs
989,1,17,2,9085.0,1.0,1.0,,1,19,38,9.0,1.0,100.0,1,0,1,0,1,0,19,0.0,0,6.0,10,5.0,12.5,,0.0,6.0,19.0,2,13.5,0,12.4,0.5,1.79,Dropout,Lisbon,,Evening Classes,Arts,
2480,1,43,1,171.0,1.0,1.0,,1,3,3,2.0,2.0,120.0,1,0,0,1,1,0,22,0.0,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0,7.6,2.6,0.32,Enrolled,Munich,,Part-Time,Medicine,
2734,1,1,4,9773.0,,1.0,136.0,1,1,12,9.0,,121.7,1,0,0,1,0,1,22,,0,6.0,7,5.0,13.2,0.0,0.0,,,5,,0,12.4,,1.79,Graduate,,First Child,Evening Classes,Medicine,No Special Needs
2830,1,17,5,9147.0,1.0,1.0,131.0,1,19,38,3.0,10.0,119.8,1,0,0,1,0,0,19,0.0,0,5.0,8,5.0,12.6,0.0,0.0,5.0,9.0,4,11.6,0,8.9,1.4,3.51,Graduate,Vienna,Middle Child,Online,Commerce,No Special Needs
4394,1,1,4,9500.0,1.0,1.0,168.0,1,38,1,9.0,10.0,166.0,1,0,0,1,0,0,18,0.0,0,8.0,8,8.0,14.88875,0.0,0.0,8.0,8.0,8,14.88875,0,9.4,-0.8,-3.12,Graduate,Rome,Middle Child,Online,Medicine,No Special Needs
594,1,17,1,,1.0,1.0,,1,37,37,4.0,6.0,113.2,0,0,1,1,0,0,20,0.0,0,,8,6.0,,,,6.0,8.0,5,14.0,0,11.1,0.6,2.02,Enrolled,Oslo,,Evening Classes,Medicine,
1649,1,1,1,9500.0,1.0,1.0,138.0,1,1,38,4.0,9.0,132.5,1,0,0,1,0,1,19,0.0,0,8.0,8,7.0,14.36,0.0,0.0,8.0,8.0,7,14.36,0,10.8,1.4,1.74,Graduate,Sofia,Youngest Child,Full-Time,Science,No Special Needs
4237,1,1,4,9500.0,1.0,1.0,127.0,1,19,37,7.0,7.0,121.5,1,0,0,1,1,0,20,0.0,0,7.0,7,6.0,13.016666666666666,0.0,0.0,7.0,7.0,6,13.016666666666666,0,7.6,2.6,0.32,Enrolled,Rome,First Child,Full-Time,Science,Special Needs
4023,1,7,1,9500.0,1.0,3.0,,1,19,3,4.0,2.0,120.0,1,0,0,1,0,0,29,0.0,0,8.0,8,6.0,12.25,,0.0,8.0,8.0,6,12.25,1,12.7,3.7,-1.7,Dropout,Istanbul,,Online,Commerce,
3120,2,1,1,9991.0,0.0,2.0,120.0,1,37,37,6.0,3.0,129.2,0,0,0,1,0,0,31,0.0,4,10.0,16,5.0,11.4,0.0,4.0,10.0,10.0,6,12.833333333333334,0,9.4,-0.8,-3.12,Dropout,Rome,Middle Child,Evening Classes,Engineering,No Special Needs
147,1,17,1,9254.0,1.0,1.0,113.0,1,1,37,9.0,10.0,117.2,1,0,0,1,0,0,20,0.0,0,6.0,8,5.0,11.2,0.0,0.0,6.0,12.0,3,11.666666666666666,0,7.6,2.6,0.32,Dropout,Stockholm,Youngest Child,Evening Classes,Science,No Special Needs
4139,1,17,1,9238.0,1.0,1.0,,1,38,19,7.0,7.0,124.2,0,0,0,1,0,1,21,0.0,0,6.0,11,4.0,11.25,,0.0,6.0,12.0,4,11.4,0,15.5,2.8,-4.06,Graduate,Madrid,,Evening Classes,Commerce,
2192,1,39,1,9003.0,1.0,,,1,3,1,,4.0,154.9,0,0,1,0,1,0,35,,0,6.0,8,,,,0.0,6.0,10.0,4,16.0,0,8.9,1.4,3.51,Dropout,,,Online,Engineering,
370,2,43,1,8014.0,0.0,1.0,160.0,1,37,39,9.0,4.0,140.9,0,0,0,1,0,0,50,0.0,7,11.0,11,11.0,13.545454545454543,0.0,3.0,7.0,7.0,7,13.571428571428571,0,16.2,0.3,-0.92,Graduate,Munich,Middle Child,Full-Time,Medicine,No Special Needs
1386,1,43,1,9130.0,1.0,1.0,120.0,1,2,3,3.0,2.0,120.0,1,0,0,0,1,0,22,0.0,0,6.0,0,0.0,0.0,0.0,0.0,4.0,6.0,0,0.0,2,10.8,1.4,1.74,Dropout,Warsaw,Youngest Child,Online,Science,Special Needs
1041,1,18,6,9500.0,1.0,1.0,124.0,1,37,37,9.0,7.0,117.8,0,0,0,1,0,1,20,0.0,0,8.0,8,7.0,12.791428571428572,1.0,0.0,8.0,8.0,7,12.791428571428572,1,10.8,1.4,1.74,Graduate,Budapest,Youngest Child,Online,Science,Special Needs
2213,1,1,1,9238.0,1.0,1.0,140.0,1,19,38,9.0,9.0,132.0,0,0,0,1,1,0,19,0.0,0,6.0,10,5.0,11.571428571428571,0.0,0.0,6.0,10.0,3,13.0,0,16.2,0.3,-0.92,Dropout,Lisbon,Middle Child,Full-Time,Science,Special Needs
3652,1,17,1,9556.0,1.0,1.0,,1,38,37,9.0,9.0,124.4,1,0,0,1,0,1,18,0.0,0,7.0,7,7.0,13.3,,0.0,8.0,8.0,8,15.125,0,15.5,2.8,-4.06,Graduate,Dublin,,Full-Time,Medicine,
725,4,7,1,9500.0,1.0,3.0,,1,37,38,9.0,7.0,140.0,0,0,0,1,1,0,51,0.0,4,7.0,7,7.0,15.2,,6.0,8.0,8.0,8,16.575,0,13.9,-0.3,0.79,Graduate,Budapest,,Online,Arts,
1993,1,1,1,9147.0,1.0,1.0,,1,37,38,193.0,181.0,125.9,0,0,0,1,0,0,21,0.0,0,5.0,7,5.0,12.2,,0.0,5.0,7.0,5,11.8,0,11.1,0.6,2.02,Graduate,Lisbon,,Full-Time,Engineering,
4034,2,39,1,8014.0,0.0,19.0,,1,34,34,0.0,0.0,130.0,0,0,0,1,1,0,38,0.0,0,6.0,0,0.0,0.0,,0.0,6.0,0.0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Istanbul,,Online,Commerce,
3296,1,17,2,9500.0,1.0,1.0,126.0,1,37,37,7.0,7.0,126.2,1,0,0,1,0,1,18,0.0,0,7.0,10,5.0,11.94,0.0,0.0,7.0,8.0,6,12.8,0,11.1,0.6,2.02,Enrolled,Madrid,Middle Child,Full-Time,Commerce,Special Needs
1849,1,43,3,9254.0,1.0,1.0,,1,3,3,2.0,2.0,122.1,0,0,0,1,1,0,19,0.0,0,6.0,14,3.0,12.5,,0.0,6.0,9.0,4,11.0,0,12.7,3.7,-1.7,Enrolled,Athens,,Evening Classes,Medicine,
2613,1,39,1,9991.0,0.0,1.0,130.0,1,1,38,4.0,9.0,115.0,0,0,0,1,1,0,25,0.0,0,5.0,7,0.0,0.0,0.0,0.0,5.0,8.0,0,0.0,0,16.2,0.3,-0.92,Dropout,Barcelona,Youngest Child,Online,Science,Special Needs
3003,1,17,3,9556.0,1.0,,,1,19,19,,4.0,119.0,1,0,0,1,0,1,19,,0,7.0,8,,,,0.0,8.0,8.0,8,13.375,0,16.2,0.3,-0.92,Dropout,,,Online,Engineering,
210,1,1,2,9500.0,1.0,1.0,131.0,1,38,1,7.0,4.0,128.3,1,0,0,1,0,1,18,0.0,0,8.0,8,7.0,12.642857142857142,0.0,0.0,8.0,8.0,7,12.642857142857142,0,12.7,3.7,-1.7,Graduate,Madrid,First Child,Part-Time,Science,Special Needs
395,1,1,4,9500.0,,1.0,,1,1,1,4.0,,124.5,1,0,0,1,0,1,19,,0,8.0,11,7.0,12.86,,0.0,,,7,,0,10.8,,1.74,Graduate,,,Evening Classes,Science,
3829,1,1,1,9085.0,1.0,1.0,,1,38,38,4.0,9.0,131.6,0,0,0,1,1,1,18,0.0,0,6.0,8,6.0,15.5,,0.0,6.0,9.0,4,15.5,0,11.1,0.6,2.02,Dropout,Warsaw,,Part-Time,Commerce,
299,1,1,1,9500.0,1.0,1.0,141.0,1,19,38,5.0,7.0,125.5,0,0,0,1,0,0,18,0.0,0,8.0,10,8.0,12.86,2.0,0.0,8.0,10.0,8,12.86,2,9.4,-0.8,-3.12,Graduate,Madrid,First Child,Online,Medicine,No Special Needs
544,1,17,2,9119.0,1.0,1.0,,1,19,1,9.0,10.0,121.1,1,0,0,1,1,1,18,0.0,0,5.0,6,5.0,13.2,,0.0,5.0,8.0,5,12.6,0,8.9,1.4,3.51,Enrolled,Munich,,Evening Classes,Arts,
3420,1,1,1,9500.0,1.0,1.0,,1,1,1,9.0,4.0,117.0,0,0,0,1,0,1,21,0.0,0,8.0,8,8.0,13.2575,,0.0,8.0,8.0,8,13.2575,0,9.4,-0.8,-3.12,Graduate,Bucharest,,Evening Classes,Engineering,
2825,1,17,1,9130.0,1.0,1.0,,1,19,19,4.0,4.0,113.5,1,0,0,1,0,0,19,0.0,0,6.0,8,6.0,11.333333333333334,,0.0,6.0,12.0,4,13.75,0,8.9,1.4,3.51,Dropout,Milan,,Part-Time,Science,
3628,1,1,1,171.0,1.0,1.0,143.0,1,3,37,9.0,9.0,142.7,1,0,0,1,0,0,18,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,16.2,0.3,-0.92,Dropout,Rome,Middle Child,Evening Classes,Engineering,No Special Needs
1853,1,44,1,9003.0,1.0,39.0,160.0,1,3,3,2.0,10.0,160.0,1,0,0,1,1,0,20,0.0,0,6.0,7,6.0,14.0,0.0,0.0,6.0,7.0,6,14.666666666666666,0,12.4,0.5,1.79,Graduate,Kyiv,Middle Child,Evening Classes,Commerce,No Special Needs
2495,1,39,1,9773.0,1.0,19.0,100.0,1,37,37,0.0,0.0,128.0,1,0,0,1,1,0,28,0.0,0,6.0,7,6.0,13.166666666666666,0.0,0.0,6.0,6.0,6,13.666666666666666,0,7.6,2.6,0.32,Graduate,Venice,Middle Child,Part-Time,Medicine,No Special Needs
3183,1,39,1,9119.0,1.0,1.0,130.0,1,37,3,9.0,3.0,137.0,1,0,0,1,1,0,28,0.0,0,5.0,11,4.0,10.5,0.0,0.0,5.0,12.0,4,11.0,4,7.6,2.6,0.32,Enrolled,Copenhagen,Youngest Child,Online,Engineering,Special Needs
16,1,18,1,9238.0,1.0,1.0,,1,19,38,5.0,8.0,137.4,1,0,0,1,0,0,18,0.0,0,6.0,10,1.0,12.0,,0.0,6.0,14.0,2,11.0,0,10.8,1.4,1.74,Enrolled,Kyiv,,Part-Time,Commerce,
1932,1,17,2,9238.0,1.0,1.0,125.0,1,19,19,3.0,3.0,118.0,1,0,0,1,0,0,18,0.0,0,6.0,9,5.0,11.0,0.0,0.0,6.0,9.0,4,11.25,0,8.9,1.4,3.51,Graduate,Berlin,Middle Child,Online,Engineering,No Special Needs
908,1,17,5,9238.0,1.0,1.0,,1,19,1,5.0,5.0,130.0,1,0,0,1,0,0,20,0.0,0,6.0,8,4.0,11.25,,0.0,6.0,15.0,3,10.0,0,9.4,-0.8,-3.12,Enrolled,Milan,,Full-Time,Engineering,
3828,1,1,1,9119.0,1.0,1.0,,1,12,1,4.0,10.0,124.1,1,0,0,1,1,0,19,0.0,0,5.0,10,0.0,0.0,,0.0,5.0,10.0,1,14.0,3,7.6,2.6,0.32,Dropout,Bucharest,,Full-Time,Medicine,
4085,1,44,1,9130.0,1.0,39.0,,1,1,37,3.0,3.0,160.0,1,0,1,0,0,0,36,0.0,2,6.0,9,6.0,12.0,,1.0,6.0,8.0,3,14.666666666666666,0,12.4,0.5,1.79,Dropout,Sofia,,Part-Time,Medicine,
3089,1,39,1,9991.0,0.0,1.0,,1,37,37,9.0,7.0,150.0,0,0,0,1,0,0,27,0.0,0,5.0,0,0.0,0.0,,0.0,5.0,0.0,0,0.0,0,15.5,2.8,-4.06,Dropout,Paris,,Evening Classes,Arts,
4421,1,1,1,9500.0,1.0,1.0,,1,37,37,9.0,9.0,149.5,1,0,0,1,0,1,30,0.0,0,7.0,8,7.0,14.9125,,0.0,8.0,9.0,1,13.5,0,13.9,-0.3,0.79,Dropout,Brussels,,Part-Time,Arts,
1040,1,17,4,9070.0,1.0,1.0,,1,1,19,4.0,5.0,120.4,1,0,0,1,0,0,18,0.0,0,6.0,8,5.0,11.8,,0.0,6.0,7.0,5,10.4,1,16.2,0.3,-0.92,Graduate,Barcelona,,Online,Science,
0,1,17,5,171.0,1.0,1.0,122.0,1,19,12,5.0,9.0,127.3,1,0,0,1,1,0,20,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,10.8,1.4,1.74,Dropout,Budapest,Youngest Child,Online,Science,Special Needs
3515,1,43,1,9773.0,1.0,1.0,,1,1,1,4.0,5.0,121.0,1,0,0,1,1,0,23,0.0,0,6.0,15,1.0,13.0,,0.0,6.0,8.0,4,11.25,0,9.4,-0.8,-3.12,Enrolled,Venice,,Part-Time,Medicine,
1291,1,1,1,9500.0,1.0,1.0,143.0,1,38,38,9.0,9.0,140.0,0,0,0,1,1,0,19,0.0,0,8.0,8,7.0,14.285714285714286,0.0,0.0,8.0,8.0,7,14.285714285714286,0,12.7,3.7,-1.7,Graduate,Sofia,Youngest Child,Full-Time,Commerce,Special Needs
679,1,1,1,171.0,1.0,1.0,151.0,41,3,3,2.0,5.0,161.9,1,0,0,1,0,1,19,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,13.9,-0.3,0.79,Graduate,Paris,First Child,Full-Time,Arts,Special Needs
2137,1,1,5,9773.0,1.0,1.0,,1,38,19,9.0,9.0,113.8,1,0,0,1,0,0,19,0.0,0,6.0,7,6.0,12.333333333333334,,0.0,6.0,7.0,6,12.5,0,8.9,1.4,3.51,Graduate,Prague,,Full-Time,Arts,
1019,1,17,3,9773.0,1.0,1.0,,1,1,1,4.0,9.0,124.3,1,0,1,1,0,1,19,0.0,0,6.0,6,6.0,11.833333333333334,,0.0,6.0,7.0,6,12.285714285714286,0,15.5,2.8,-4.06,Graduate,Rome,,Full-Time,Arts,
2743,1,1,1,9238.0,1.0,1.0,133.1,1,1,1,3.0,3.0,102.0,1,0,0,1,0,1,20,0.0,0,6.0,7,6.0,13.666666666666666,0.0,0.0,6.0,7.0,6,14.571428571428571,0,11.1,0.6,2.02,Graduate,Helsinki,Middle Child,Part-Time,Arts,No Special Needs
1817,1,43,1,9070.0,1.0,1.0,,1,37,37,9.0,9.0,129.0,1,0,0,1,0,0,25,0.0,0,6.0,6,6.0,13.5,,0.0,6.0,6.0,6,12.5,0,9.4,-0.8,-3.12,Graduate,Dublin,,Part-Time,Commerce,
2427,2,39,2,9670.0,1.0,1.0,100.0,1,37,37,9.0,9.0,110.0,0,0,0,1,1,1,36,0.0,0,5.0,5,5.0,11.4,0.0,0.0,5.0,7.0,5,11.6,0,9.4,-0.8,-3.12,Graduate,Prague,First Child,Online,Engineering,No Special Needs
2845,1,44,1,9003.0,1.0,39.0,160.0,1,38,38,9.0,6.0,160.0,1,0,0,1,0,0,20,0.0,0,6.0,7,6.0,13.571428571428571,0.0,0.0,6.0,9.0,6,12.714285714285714,0,12.4,0.5,1.79,Graduate,Lisbon,Youngest Child,Evening Classes,Engineering,No Special Needs
2905,1,17,1,9773.0,1.0,1.0,,1,3,1,2.0,3.0,132.5,1,0,0,1,0,0,19,0.0,0,6.0,7,6.0,12.5,,0.0,6.0,7.0,6,12.5,0,10.8,1.4,1.74,Graduate,Copenhagen,,Full-Time,Engineering,
1957,1,7,1,9500.0,1.0,3.0,140.0,1,37,37,4.0,4.0,140.0,0,0,0,1,0,0,25,0.0,0,8.0,8,7.0,14.805714285714286,0.0,0.0,8.0,8.0,7,14.805714285714286,0,10.8,1.4,1.74,Graduate,Athens,Middle Child,Evening Classes,Science,Special Needs
3657,1,1,5,9500.0,1.0,1.0,,1,37,3,9.0,2.0,116.8,1,0,0,1,0,0,20,0.0,0,7.0,8,6.0,13.271428571428572,,0.0,8.0,8.0,7,14.471428571428572,0,13.9,-0.3,0.79,Graduate,Munich,,Evening Classes,Medicine,
3902,2,39,1,9147.0,1.0,,,1,37,37,,10.0,131.8,0,0,0,1,0,0,35,,0,5.0,6,,,,0.0,5.0,10.0,4,11.857142857142858,0,10.8,1.4,1.74,Enrolled,,,Evening Classes,Science,
4378,2,39,1,9853.0,1.0,19.0,133.1,1,37,37,9.0,9.0,131.0,0,0,0,1,0,1,32,0.0,0,7.0,10,7.0,13.428571428571429,0.0,2.0,8.0,8.0,8,13.25,0,13.9,-0.3,0.79,Graduate,Rome,Middle Child,Full-Time,Medicine,Special Needs
660,1,44,1,9003.0,1.0,39.0,,1,1,3,4.0,2.0,180.0,0,0,0,1,0,0,21,0.0,0,6.0,6,6.0,15.833333333333334,,0.0,6.0,8.0,6,15.5,0,15.5,2.8,-4.06,Graduate,Milan,,Online,Arts,
1880,2,44,1,9119.0,1.0,39.0,,1,37,37,9.0,9.0,160.0,0,0,1,1,1,0,41,0.0,3,7.0,15,5.0,14.333333333333334,,1.0,6.0,16.0,6,14.636363636363637,0,12.4,0.5,1.79,Enrolled,Athens,,Evening Classes,Engineering,
1207,2,39,1,9003.0,1.0,19.0,,1,19,37,9.0,10.0,120.0,0,0,1,1,0,0,37,0.0,0,6.0,10,6.0,12.875,,0.0,6.0,12.0,6,12.9,0,16.2,0.3,-0.92,Enrolled,Paris,,Evening Classes,Arts,
3634,1,1,2,9085.0,1.0,1.0,157.0,1,3,38,4.0,6.0,142.3,0,0,0,1,0,0,18,0.0,0,5.0,7,4.0,12.75,0.0,0.0,5.0,6.0,4,12.75,0,7.6,2.6,0.32,Graduate,Dublin,Youngest Child,Part-Time,Arts,No Special Needs
1578,1,1,3,9085.0,1.0,1.0,,1,37,19,9.0,8.0,136.3,1,0,1,0,0,0,18,0.0,0,5.0,7,3.0,13.0,,0.0,5.0,8.0,3,12.0,0,7.6,2.6,0.32,Dropout,Stockholm,,Evening Classes,Engineering,
1271,1,43,1,,1.0,1.0,,1,19,38,9.0,9.0,129.7,1,0,0,1,0,0,19,0.0,0,,5,5.0,,,,5.0,6.0,4,12.4,0,16.2,0.3,-0.92,Graduate,Berlin,,Online,Medicine,
1299,1,18,1,9254.0,1.0,1.0,118.0,1,38,38,5.0,5.0,123.3,1,0,0,1,1,0,26,0.0,0,6.0,10,4.0,10.0,0.0,0.0,6.0,11.0,3,12.0,0,9.4,-0.8,-3.12,Enrolled,Edinburgh,Youngest Child,Part-Time,Engineering,Special Needs
1667,1,1,4,9500.0,1.0,1.0,145.0,1,3,19,1.0,5.0,130.0,1,0,0,1,0,0,18,0.0,0,8.0,8,8.0,13.76125,0.0,0.0,8.0,8.0,8,13.76125,0,9.4,-0.8,-3.12,Graduate,Lisbon,First Child,Part-Time,Commerce,No Special Needs
2538,1,15,1,,1.0,1.0,,26,42,1,2.0,7.0,130.0,0,1,1,1,0,0,20,1.0,0,,6,6.0,,,,6.0,9.0,5,13.0,0,8.9,1.4,3.51,Graduate,Madrid,,Part-Time,Medicine,
2580,1,1,1,9238.0,1.0,1.0,,1,19,37,4.0,7.0,148.9,1,0,0,1,0,1,18,0.0,0,6.0,6,6.0,13.666666666666666,,0.0,6.0,6.0,6,13.0,0,10.8,1.4,1.74,Graduate,Venice,,Part-Time,Science,
3149,4,39,1,9670.0,1.0,1.0,100.0,1,37,37,4.0,10.0,120.0,0,0,1,1,0,1,39,0.0,0,5.0,6,5.0,10.6,0.0,0.0,5.0,7.0,4,10.75,0,9.4,-0.8,-3.12,Graduate,Berlin,Youngest Child,Online,Science,Special Needs
2797,1,1,2,9670.0,1.0,1.0,,1,1,38,7.0,7.0,120.6,1,0,0,1,1,0,19,0.0,0,6.0,6,6.0,13.333333333333334,,0.0,6.0,8.0,5,14.0,0,8.9,1.4,3.51,Graduate,Copenhagen,,Part-Time,Science,
2500,1,44,1,9085.0,1.0,,,6,5,4,,1.0,150.0,0,0,0,1,0,0,20,,2,6.0,7,,,,1.0,6.0,16.0,5,13.375,0,12.4,0.5,1.79,Graduate,,,Part-Time,Medicine,
3928,1,1,6,171.0,1.0,1.0,,1,19,37,5.0,5.0,126.0,1,0,0,1,0,1,18,0.0,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0,9.4,-0.8,-3.12,Graduate,Dublin,,Full-Time,Science,
456,1,7,1,9003.0,1.0,3.0,130.0,1,38,37,5.0,6.0,130.0,0,0,0,1,0,0,32,0.0,0,6.0,7,0.0,0.0,0.0,0.0,6.0,6.0,0,0.0,0,12.4,0.5,1.79,Dropout,Lisbon,Youngest Child,Online,Commerce,Special Needs
2865,4,39,1,9147.0,1.0,1.0,140.0,1,37,37,9.0,9.0,142.8,0,0,0,1,0,0,43,0.0,0,5.0,5,5.0,16.4,0.0,0.0,5.0,5.0,5,16.6,0,7.6,2.6,0.32,Graduate,Budapest,First Child,Online,Arts,Special Needs
2637,1,16,2,171.0,1.0,1.0,,1,3,3,2.0,2.0,143.6,1,0,0,1,1,0,18,0.0,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0,12.4,0.5,1.79,Graduate,Dublin,,Full-Time,Commerce,
2154,1,1,1,9070.0,1.0,,,1,38,19,,193.0,134.3,1,1,0,1,0,0,19,,0,6.0,6,,,,0.0,6.0,7.0,6,15.142857142857142,0,8.9,1.4,3.51,Graduate,,,Full-Time,Commerce,
64,1,43,1,9070.0,1.0,1.0,,1,1,1,3.0,3.0,120.9,0,0,0,1,1,0,24,0.0,0,6.0,6,0.0,0.0,,0.0,6.0,6.0,0,0.0,0,12.7,3.7,-1.7,Enrolled,Istanbul,,Full-Time,Arts,
1087,1,1,1,9773.0,1.0,1.0,,1,38,19,132.0,103.0,146.0,0,0,1,1,0,0,20,0.0,0,6.0,6,5.0,11.0,,0.0,6.0,6.0,6,13.166666666666666,0,16.2,0.3,-0.92,Graduate,Edinburgh,,Online,Science,
2204,1,5,2,9070.0,1.0,1.0,,1,1,1,4.0,10.0,146.2,1,0,0,1,1,0,18,0.0,0,6.0,7,5.0,13.2,,0.0,6.0,6.0,5,11.8,0,16.2,0.3,-0.92,Graduate,Amsterdam,,Online,Arts,
3458,1,17,1,9238.0,1.0,1.0,125.0,1,4,3,1.0,1.0,119.8,0,0,0,1,0,0,18,0.0,0,6.0,9,5.0,11.571428571428571,0.0,0.0,6.0,8.0,6,12.142857142857142,0,16.2,0.3,-0.92,Graduate,Sofia,Youngest Child,Online,Arts,Special Needs
3313,1,1,1,9254.0,1.0,1.0,120.0,1,1,1,9.0,10.0,118.3,0,0,0,1,1,0,20,0.0,0,6.0,8,6.0,12.857142857142858,0.0,0.0,6.0,9.0,5,12.4,0,8.9,1.4,3.51,Enrolled,London,Middle Child,Evening Classes,Science,Special Needs
4177,1,39,1,9085.0,1.0,1.0,,1,37,37,9.0,9.0,148.2,1,0,1,1,0,0,27,0.0,0,6.0,11,6.0,12.125,,0.0,6.0,16.0,5,12.0,0,12.4,0.5,1.79,Enrolled,Brussels,,Part-Time,Commerce,
365,1,1,1,9085.0,1.0,1.0,,1,37,38,7.0,5.0,106.0,1,0,0,1,0,1,21,0.0,0,6.0,13,6.0,16.153846153846153,,0.0,6.0,10.0,6,15.75,0,15.5,2.8,-4.06,Graduate,Bucharest,,Full-Time,Commerce,
4201,1,17,1,8014.0,0.0,1.0,,1,37,37,5.0,6.0,122.2,1,0,1,1,0,0,19,0.0,0,6.0,6,6.0,12.166666666666666,,0.0,6.0,7.0,6,11.666666666666666,0,10.8,1.4,1.74,Graduate,Milan,,Online,Engineering,
110,1,1,1,9238.0,1.0,1.0,142.0,1,37,37,6.0,7.0,136.1,1,0,0,1,0,0,18,0.0,0,6.0,8,6.0,13.857142857142858,0.0,0.0,6.0,6.0,6,15.0,0,13.9,-0.3,0.79,Graduate,Oslo,Middle Child,Part-Time,Medicine,No Special Needs
3624,1,1,2,9147.0,1.0,1.0,,1,3,19,2.0,4.0,113.8,1,0,0,1,0,0,21,0.0,0,5.0,9,3.0,11.666666666666666,,0.0,5.0,9.0,4,11.75,0,8.9,1.4,3.51,Graduate,Prague,,Evening Classes,Engineering,
4268,1,1,2,9991.0,0.0,1.0,143.0,1,5,1,4.0,4.0,131.5,0,0,0,1,1,0,19,0.0,0,5.0,11,4.0,11.0,0.0,0.0,5.0,8.0,4,12.25,0,15.5,2.8,-4.06,Dropout,,First Child,Full-Time,Engineering,Special Needs
2330,1,43,5,8014.0,0.0,1.0,110.0,1,34,34,0.0,0.0,110.0,0,0,0,1,1,0,37,0.0,0,6.0,12,0.0,0.0,0.0,0.0,5.0,10.0,0,0.0,0,7.6,2.6,0.32,Dropout,Saint Petersburg,First Child,Online,Commerce,No Special Needs
938,1,1,1,9773.0,1.0,1.0,,1,19,38,4.0,10.0,131.7,1,0,0,1,0,0,18,0.0,0,6.0,7,6.0,12.666666666666666,,0.0,6.0,8.0,4,12.25,0,7.6,2.6,0.32,Enrolled,Munich,,Online,Arts,
2064,1,17,4,9147.0,1.0,1.0,120.0,1,38,19,9.0,9.0,111.3,1,0,0,1,0,0,21,0.0,0,5.0,5,5.0,12.6,0.0,0.0,5.0,5.0,5,13.2,0,8.9,1.4,3.51,Graduate,Zurich,First Child,Evening Classes,Science,Special Needs
195,1,39,1,9991.0,,40.0,130.0,1,19,1,3.0,,152.0,1,0,0,1,0,0,27,,0,5.0,0,0.0,0.0,0.0,0.0,,,0,,0,8.9,,3.51,Dropout,,Middle Child,Evening Classes,Arts,No Special Needs
4102,1,17,1,9085.0,1.0,,,1,37,37,,9.0,99.0,1,0,0,1,0,1,23,,0,6.0,6,,,0.0,0.0,6.0,8.0,6,12.428571428571429,0,8.9,1.4,3.51,Graduate,,,Evening Classes,Arts,Special Needs
1924,1,17,1,9670.0,1.0,1.0,,1,1,38,4.0,7.0,125.6,0,0,1,1,0,1,18,0.0,0,6.0,7,1.0,14.0,,0.0,6.0,6.0,0,0.0,0,15.5,2.8,-4.06,Dropout,Edinburgh,,Online,Commerce,
3557,1,39,1,9003.0,1.0,1.0,130.0,1,1,1,9.0,4.0,140.0,0,0,0,0,1,0,25,0.0,0,6.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0,13.9,-0.3,0.79,Dropout,Madrid,Youngest Child,Part-Time,Arts,No Special Needs
3013,1,17,1,,1.0,1.0,,1,1,1,3.0,3.0,119.4,1,0,0,1,0,1,18,0.0,0,,7,6.0,,,,6.0,11.0,6,13.5,0,8.9,1.4,3.51,Graduate,Amsterdam,,Full-Time,Medicine,
191,1,1,1,8014.0,0.0,1.0,120.0,1,1,37,7.0,3.0,122.8,0,0,0,1,0,0,23,0.0,0,6.0,13,2.0,10.0,0.0,0.0,5.0,12.0,1,10.0,0,9.4,-0.8,-3.12,Enrolled,,Youngest Child,Online,Medicine,Special Needs
2850,1,18,2,9773.0,1.0,1.0,,1,1,1,4.0,4.0,109.0,1,0,0,0,0,0,20,0.0,0,6.0,6,0.0,0.0,,0.0,6.0,0.0,0,0.0,0,8.9,1.4,3.51,Dropout,Lisbon,,Part-Time,Arts,
